Wavelength  Flux
#[Angstrom]  [Flux per Angstrom]
4913.47         85.14049
4914.47         84.54414
4915.47         87.39571
4916.47         89.84386
4917.47         89.59048
4918.47         87.35991
4919.47         82.73872
4920.47         76.39919
4921.47         71.67374
4922.47         72.06126
4923.47         75.77015
4924.47         78.78085
4925.47         81.70965
4926.47         85.02897
4927.47         87.70472
4928.47         89.00932
4929.47         89.09328
4930.47         89.02646
4931.47         89.51534
4932.47         90.21025
4933.47         89.32629
4934.47         88.03094
4935.47         89.46265
4936.47         91.29951
4937.47          89.4814
4938.47         86.67825
4939.47         87.79182
4940.47          91.4023
4941.47         93.08213
4942.47          91.1374
4943.47         87.36977
4944.47         85.68588
4945.47         87.06039
4946.47         89.45517
4947.47         91.41847
4948.47         92.55856
4949.47          93.3813
4950.47         94.77071
4951.47         95.94867
4952.47         94.47864
4953.47          91.2433
4954.47          89.7138
4955.47         91.53223
4956.47         96.25908
4957.47         99.15913
4958.47         97.16885
4959.47         95.16525
4960.47         95.69711
4961.47         95.34529
4962.47         92.85818
4963.47         90.58167
4964.47          89.7577
4965.47         88.69418
4966.47         86.23965
4967.47         83.83717
4968.47         82.58291
4969.47         82.69567
4970.47         85.74377
4971.47         90.96529
4972.47         93.98058
4973.47         93.32738
4974.47         91.69599
4975.47         90.67367
4976.47          88.4868
4977.47         86.29377
4978.47         87.48821
4979.47         90.20459
4980.47         90.52092
4981.47         88.06889
4982.47         85.99136
4983.47         86.43376
4984.47         88.33854
4985.47         89.79835
4986.47         90.21412
4987.47         89.17719
4988.47         87.67114
4989.47         89.01192
4990.47         93.48646
4991.47          95.9396
4992.47         92.37371
4993.47         87.84486
4994.47         88.00224
4995.47         90.11707
4996.47         90.82198
4997.47         90.92141
4998.47         91.68372
4999.47          93.3549
5000.47         95.00301
5001.47         96.83846
5002.47         100.3138
5003.47         104.0102
5004.47         107.4007
5005.47         111.7356
5006.47         114.6201
5007.47         111.8319
5008.47         104.4099
5009.47         97.51842
5010.47         93.53577
5011.47         93.63602
5012.47         95.49385
5013.47         93.25343
5014.47          87.9137
5015.47         84.62255
5016.47         83.70393
5017.47         84.75391
5018.47         88.15255
5019.47         91.39349
5020.47         92.81586
5021.47         92.07053
5022.47         89.76168
5023.47         88.95474
5024.47         90.46004
5025.47         92.12351
5026.47           93.174
5027.47         91.12608
5028.47          86.3578
5029.47         85.44006
5030.47         88.45038
5031.47         89.36264
5032.47         88.25134
5033.47         88.92562
5034.47         89.84109
5035.47          88.2364
5036.47         85.82033
5037.47         84.62653
5038.47         86.16376
5039.47         89.06687
5040.47         89.56112
5041.47         88.29765
5042.47         87.12726
5043.47         87.53703
5044.47         91.33179
5045.47         96.67225
5046.47         99.47193
5047.47         97.47655
5048.47          92.4384
5049.47         89.35283
5050.47         89.60662
5051.47          90.4175
5052.47         90.82069
5053.47         91.47945
5054.47         93.12018
5055.47         95.24072
5056.47         96.39449
5057.47         95.45235
5058.47         92.59755
5059.47         91.05098
5060.47         93.38026
5061.47         96.66998
5062.47         97.77399
5063.47         96.64249
5064.47         94.21448
5065.47         92.22704
5066.47         90.94241
5067.47         91.07195
5068.47         93.99386
5069.47         95.48669
5070.47         92.47202
5071.47         89.82504
5072.47          90.7096
5073.47         93.22879
5074.47         96.01612
5075.47         97.04298
5076.47         94.67775
5077.47         91.82639
5078.47         90.00287
5079.47         88.68999
5080.47         88.92063
5081.47         90.21042
5082.47         90.98998
5083.47         92.03331
5084.47         93.73301
5085.47         94.07453
5086.47         90.53379
5087.47         85.05363
5088.47         83.79406
5089.47         88.46249
5090.47         95.32102
5091.47         99.16696
5092.47         99.02692
5093.47         98.17559
5094.47         96.58681
5095.47         93.18043
5096.47         90.63322
5097.47         90.99706
5098.47         92.61626
5099.47         93.93037
5100.47         94.66032
5101.47         94.86084
5102.47         95.87259
5103.47          97.9948
5104.47         98.51657
5105.47         94.26488
5106.47         87.95502
5107.47         86.13537
5108.47         89.24635
5109.47         93.78667
5110.47         96.67551
5111.47         97.04798
5112.47         96.60231
5113.47           96.631
5114.47         98.79514
5115.47         101.1265
5116.47         99.88548
5117.47         95.33556
5118.47         90.30331
5119.47         88.56217
5120.47         86.79031
5121.47           81.827
5122.47         80.21536
5123.47         83.02795
5124.47         82.68866
5125.47         79.85013
5126.47         80.37954
5127.47         81.49915
5128.47           79.874
5129.47         83.17335
5130.47         95.13187
5131.47          103.649
5132.47         102.2134
5133.47         97.83174
5134.47         96.40796
5135.47         99.38957
5136.47         102.6612
5137.47         101.5165
5138.47         96.90906
5139.47         92.92834
5140.47         91.67171
5141.47         89.77578
5142.47         83.66033
5143.47         78.64735
5144.47         80.51731
5145.47         85.41161
5146.47         88.71722
5147.47         91.84154
5148.47         95.35233
5149.47          97.0901
5150.47         96.22282
5151.47         95.38468
5152.47         97.14686
5153.47         97.78297
5154.47         95.53356
5155.47         94.38968
5156.47         95.57364
5157.47          97.5411
5158.47         100.0989
5159.47         102.3112
5160.47         101.6524
5161.47         100.5093
5162.47         101.9304
5163.47         102.5583
5164.47         98.00517
5165.47         91.87258
5166.47         91.05017
5167.47           93.128
5168.47         91.55365
5169.47         88.58156
5170.47         88.97796
5171.47          92.8784
5172.47          95.7944
5173.47         94.54526
5174.47           93.054
5175.47         94.76754
5176.47         98.22896
5177.47          100.553
5178.47         102.8264
5179.47         105.4222
5180.47         104.7559
5181.47         101.3938
5182.47         98.15433
5183.47         96.06542
5184.47         96.54166
5185.47         99.15519
5186.47         102.1019
5187.47          106.989
5188.47         112.3432
5189.47         114.0088
5190.47         112.1923
5191.47         106.1625
5192.47         99.30853
5193.47         98.22518
5194.47          101.876
5195.47         107.5894
5196.47         113.3812
5197.47         115.7489
5198.47         115.8056
5199.47         116.3069
5200.47         115.5164
5201.47         111.7964
5202.47         107.4229
5203.47         104.2765
5204.47         101.3286
5205.47         99.30724
5206.47         99.23388
5207.47         98.01056
5208.47          95.0475
5209.47         96.24401
5210.47         102.5386
5211.47         107.8672
5212.47         109.0249
5213.47         107.8664
5214.47         106.8645
5215.47         105.8505
5216.47         107.1104
5217.47         113.7472
5218.47         120.5102
5219.47         120.3676
5220.47         115.7357
5221.47         111.5405
5222.47         108.3752
5223.47         104.7586
5224.47         101.6819
5225.47         101.1906
5226.47         101.1054
5227.47         99.74674
5228.47         99.23609
5229.47         100.6739
5230.47         102.6645
5231.47         103.1391
5232.47         103.5091
5233.47         105.8776
5234.47         108.8108
5235.47         111.2085
5236.47         112.8177
5237.47         113.4245
5238.47         112.2324
5239.47         110.7447
5240.47         113.5556
5241.47         118.1477
5242.47          119.545
5243.47         121.1772
5244.47          124.419
5245.47         124.1173
5246.47         119.8821
5247.47         117.3486
5248.47          118.806
5249.47          119.473
5250.47         116.6526
5251.47         112.4085
5252.47         107.9566
5253.47         106.0331
5254.47         108.2216
5255.47         111.4672
5256.47         114.7206
5257.47         117.8723
5258.47         118.2535
5259.47         115.4326
5260.47         111.7967
5261.47          108.504
5262.47         106.1845
5263.47         106.4521
5264.47         108.5667
5265.47         109.3055
5266.47         109.4472
5267.47         111.2558
5268.47         110.7211
5269.47         107.7215
5270.47         109.7144
5271.47          115.534
5272.47         117.4177
5273.47         116.4895
5274.47         115.5525
5275.47         113.0246
5276.47         109.9749
5277.47         108.2423
5278.47         105.9106
5279.47         104.3278
5280.47         107.3623
5281.47         112.8822
5282.47         117.2355
5283.47          119.379
5284.47         118.9826
5285.47          116.504
5286.47         115.4286
5287.47         116.6959
5288.47         115.2434
5289.47         111.3182
5290.47          110.433
5291.47         111.1129
5292.47         109.0377
5293.47         107.1946
5294.47         109.7226
5295.47         114.6823
5296.47         116.1616
5297.47         113.1259
5298.47         110.3245
5299.47         106.5751
5300.47         101.4766
5301.47         103.1412
5302.47         111.4878
5303.47         115.2226
5304.47         111.7923
5305.47         110.2774
5306.47          113.169
5307.47         115.1503
5308.47         114.2296
5309.47         116.3943
5310.47         123.1555
5311.47         121.0327
5312.47         118.5982
5313.47         119.0982
5314.47         118.9031
5315.47         117.0791
5316.47         117.7533
5317.47          118.948
5318.47         117.6679
5319.47         113.9831
5320.47         113.6729
5321.47         120.0009
5322.47          125.452
5323.47         124.0235
5324.47         119.7708
5325.47         116.7686
5326.47         114.4758
5327.47         110.2615
5328.47         104.1804
5329.47         101.2444
5330.47         105.4883
5331.47         111.1434
5332.47         111.9007
5333.47          108.026
5334.47         103.1434
5335.47         102.0371
5336.47         105.1638
5337.47         108.6175
5338.47         110.9519
5339.47         112.6964
5340.47         112.1371
5341.47         109.9896
5342.47         112.8652
5343.47         118.5326
5344.47         119.7915
5345.47          118.492
5346.47         120.4305
5347.47         124.0076
5348.47         124.0478
5349.47          124.993
5350.47         124.8948
5351.47         120.0765
5352.47         118.6873
5353.47         122.7684
5354.47         127.9961
5355.47          131.296
5356.47         130.2076
5357.47         126.8118
5358.47         125.2031
5359.47         124.3777
5360.47         123.2534
5361.47         122.3886
5362.47         121.9533
5363.47         119.1762
5364.47         117.4517
5365.47         120.5738
5366.47         117.8564
5367.47         113.6907
5368.47         116.2011
5369.47           118.89
5370.47         119.2839
5371.47         118.7161
5372.47          118.736
5373.47         120.3006
5374.47         122.8899
5375.47         125.2388
5376.47         126.4258
5377.47         125.4175
5378.47         122.9312
5379.47         121.4358
5380.47         122.7297
5381.47         124.2214
5382.47          122.733
5383.47         119.9897
5384.47         120.7377
5385.47         122.5434
5386.47         119.9936
5387.47         118.3158
5388.47         117.0402
5389.47         113.7494
5390.47         112.4321
5391.47         114.4029
5392.47         116.0779
5393.47         113.7166
5394.47         110.3121
5395.47         111.7261
5396.47          117.941
5397.47         121.6717
5398.47         120.5896
5399.47          118.163
5400.47         117.4205
5401.47         114.9921
5402.47         113.8776
5403.47         115.8854
5404.47         114.4545
5405.47          110.962
5406.47          110.964
5407.47         115.3873
5408.47         117.0466
5409.47         114.7305
5410.47         113.4637
5411.47         115.8075
5412.47          117.951
5413.47         118.4513
5414.47          120.791
5415.47         126.4885
5416.47         130.7366
5417.47         130.0379
5418.47         128.5527
5419.47         128.8683
5420.47         129.2065
5421.47         126.8331
5422.47         123.2947
5423.47         121.8269
5424.47         122.2839
5425.47         120.6598
5426.47         117.2972
5427.47         114.3808
5428.47         114.0031
5429.47         118.2762
5430.47          123.583
5431.47         124.7502
5432.47         121.6344
5433.47         119.0148
5434.47          119.082
5435.47         120.0491
5436.47         121.3078
5437.47         121.4559
5438.47         122.1889
5439.47         127.8451
5440.47         133.3794
5441.47         132.1503
5442.47         124.8862
5443.47         120.0664
5444.47         118.9317
5445.47         118.1766
5446.47         117.9413
5447.47         118.3177
5448.47         118.4508
5449.47         118.0033
5450.47         118.6535
5451.47         118.7507
5452.47         117.0011
5453.47         116.1582
5454.47          116.945
5455.47         120.2495
5456.47         126.1334
5457.47         130.0915
5458.47         127.2249
5459.47         121.2619
5460.47         122.2115
5461.47         124.3745
5462.47         124.1944
5463.47         126.1675
5464.47         128.6062
5465.47          128.336
5466.47          127.195
5467.47         130.0671
5468.47         131.5701
5469.47         128.7618
5470.47         126.4801
5471.47         128.7086
5472.47         130.7432
5473.47         127.8917
5474.47         124.2958
5475.47         122.5296
5476.47         121.6963
5477.47         121.2398
5478.47         124.0077
5479.47         126.1392
5480.47         124.8517
5481.47         125.6926
5482.47         129.2342
5483.47         131.1903
5484.47         129.6322
5485.47           129.48
5486.47         129.1904
5487.47         126.6151
5488.47         126.2434
5489.47         128.3302
5490.47         128.7021
5491.47         125.0563
5492.47         122.7214
5493.47          125.576
5494.47         131.6801
5495.47         135.4858
5496.47         132.1086
5497.47          126.612
5498.47         126.7834
5499.47         127.2625
5500.47         131.3094
5501.47         137.1426
5502.47         130.6326
5503.47         123.1945
5504.47         123.2466
5505.47         124.4161
5506.47         123.6301
5507.47         123.0819
5508.47         123.9834
5509.47         123.1383
5510.47         121.4232
5511.47         120.8807
5512.47         121.7854
5513.47          123.575
5514.47         125.5668
5515.47         127.4672
5516.47         129.2612
5517.47         130.3391
5518.47         129.6419
5519.47         128.3878
5520.47         131.0639
5521.47         134.4988
5522.47         133.5745
5523.47         129.5657
5524.47         126.5833
5525.47         127.1234
5526.47          129.239
5527.47         128.2287
5528.47         125.3827
5529.47         124.6016
5530.47         125.9825
5531.47         128.3971
5532.47         129.5784
5533.47         128.4471
5534.47         127.8214
5535.47         127.2451
5536.47         125.9418
5537.47         126.4855
5538.47         128.5731
5539.47         131.1131
5540.47         132.9275
5541.47         131.4792
5542.47         129.4845
5543.47         130.1737
5544.47         131.6273
5545.47         131.7188
5546.47         130.8088
5547.47          131.101
5548.47          133.487
5549.47         135.1629
5550.47         135.5008
5551.47         137.7183
5552.47         137.5043
5553.47         133.1602
5554.47         129.8491
5555.47         131.2146
5556.47         133.2603
5557.47         131.5903
5558.47         128.3975
5559.47         127.5188
5560.47         128.9182
5561.47         130.1594
5562.47         131.9455
5563.47         133.0986
5564.47         131.7262
5565.47         128.7877
5566.47         127.7716
5567.47         128.9223
5568.47          129.733
5569.47         130.1747
5570.47         130.5332
5571.47         129.5941
5572.47         129.0197
5573.47         142.1813
5574.47         155.2186
5575.47         144.9415
5576.47           130.71
5577.47         124.0554
5578.47         123.1143
5579.47         126.3136
5580.47         129.2892
5581.47         129.9489
5582.47         129.9821
5583.47         130.8474
5584.47          132.321
5585.47         132.1524
5586.47         128.6077
5587.47         126.0375
5588.47          126.356
5589.47         127.0866
5590.47          127.846
5591.47         128.2218
5592.47         128.5382
5593.47         129.6862
5594.47         129.2108
5595.47         131.1306
5596.47         137.8045
5597.47         135.4388
5598.47           129.73
5599.47         130.1631
5600.47          129.063
5601.47         126.4931
5602.47         126.0577
5603.47          128.457
5604.47         131.8192
5605.47          133.513
5606.47         133.1283
5607.47         132.8401
5608.47         132.6116
5609.47          132.272
5610.47         132.6626
5611.47         134.0455
5612.47         135.2516
5613.47          134.284
5614.47         130.7404
5615.47         129.3054
5616.47         130.8052
5617.47         130.9465
5618.47         128.8025
5619.47         128.1078
5620.47         129.0229
5621.47         127.2698
5622.47         129.0556
5623.47         132.7318
5624.47         131.6236
5625.47         133.2766
5626.47         134.8009
5627.47         131.9208
5628.47         131.1673
5629.47          133.162
5630.47         133.6025
5631.47         131.3593
5632.47         132.6442
5633.47         134.7522
5634.47         133.3009
5635.47         131.6498
5636.47         130.7465
5637.47          131.226
5638.47         133.4322
5639.47         134.6419
5640.47         132.9197
5641.47         129.3453
5642.47         127.1432
5643.47         127.3903
5644.47         128.9915
5645.47         130.5576
5646.47         131.8884
5647.47         131.6898
5648.47         130.5268
5649.47         131.8409
5650.47          135.773
5651.47         137.3739
5652.47         133.5701
5653.47         130.8225
5654.47         128.7145
5655.47          127.596
5656.47         132.6406
5657.47         133.1254
5658.47         128.8463
5659.47         129.6091
5660.47         131.3888
5661.47         132.8829
5662.47          133.497
5663.47         130.0655
5664.47         128.0699
5665.47         128.9301
5666.47          128.567
5667.47         127.5819
5668.47         128.1319
5669.47         131.2582
5670.47         135.8462
5671.47         139.5979
5672.47         138.9682
5673.47         134.4527
5674.47          133.759
5675.47          134.607
5676.47         133.8771
5677.47         135.9881
5678.47         138.2277
5679.47         136.5912
5680.47         132.5832
5681.47         131.9137
5682.47         132.9008
5683.47         131.5641
5684.47         129.6864
5685.47         132.3055
5686.47         136.0187
5687.47         134.0917
5688.47         131.4744
5689.47         130.9213
5690.47         132.2407
5691.47         135.2581
5692.47         135.5464
5693.47         134.6309
5694.47         136.6832
5695.47         137.0692
5696.47         132.7476
5697.47         127.7593
5698.47         128.8414
5699.47         133.0541
5700.47         133.8408
5701.47         130.4589
5702.47         129.3007
5703.47          129.608
5704.47         128.1483
5705.47         126.8295
5706.47         128.0865
5707.47         129.5363
5708.47           128.27
5709.47         128.5431
5710.47         131.7799
5711.47         134.5349
5712.47         133.8297
5713.47         134.1475
5714.47         134.8996
5715.47         132.9222
5716.47         134.7384
5717.47         138.1381
5718.47         138.0276
5719.47         136.1814
5720.47         134.6879
5721.47         134.9599
5722.47         136.4871
5723.47         135.9291
5724.47         132.9664
5725.47         131.3617
5726.47         134.1571
5727.47         137.4057
5728.47         137.5368
5729.47         135.3919
5730.47         133.4773
5731.47         131.8271
5732.47          130.981
5733.47          132.881
5734.47         134.2365
5735.47         133.6304
5736.47         134.8857
5737.47         141.3856
5738.47         143.3899
5739.47         136.6522
5740.47         132.5221
5741.47         132.3377
5742.47         132.9501
5743.47         132.7976
5744.47         131.9165
5745.47         131.9591
5746.47         133.3933
5747.47         134.7528
5748.47         135.8211
5749.47         136.9766
5750.47         138.2486
5751.47          139.354
5752.47         141.1134
5753.47         142.2755
5754.47         139.7824
5755.47         136.0806
5756.47         135.2137
5757.47          137.574
5758.47         138.7392
5759.47         137.6549
5760.47          135.445
5761.47         133.0096
5762.47         133.7975
5763.47         136.3671
5764.47         137.0958
5765.47         137.9926
5766.47         136.8158
5767.47         133.4613
5768.47         133.5251
5769.47         134.9887
5770.47         135.1084
5771.47         134.5488
5772.47         134.5204
5773.47         136.7098
5774.47          139.105
5775.47         136.8394
5776.47         131.9408
5777.47         128.5047
5778.47         127.1016
5779.47         124.5624
5780.47          122.001
5781.47          121.868
5782.47         123.4786
5783.47         125.8363
5784.47         129.5514
5785.47         134.2364
5786.47         135.6925
5787.47         134.2758
5788.47         134.3692
5789.47         137.2267
5790.47         135.7147
5791.47         132.4471
5792.47         133.7924
5793.47          132.244
5794.47         131.1235
5795.47         133.3259
5796.47         131.4344
5797.47         127.7122
5798.47         125.9704
5799.47         127.7239
5800.47         134.8625
5801.47         139.5455
5802.47         137.7581
5803.47         136.7811
5804.47         137.1442
5805.47         136.6733
5806.47         135.6324
5807.47         136.5882
5808.47         139.8532
5809.47         142.3365
5810.47         141.0022
5811.47         138.2714
5812.47         137.0876
5813.47         137.3981
5814.47         136.9003
5815.47         134.3806
5816.47         134.5149
5817.47         142.1246
5818.47         146.5774
5819.47         143.6565
5820.47         140.2075
5821.47         140.4067
5822.47         140.8307
5823.47         138.4721
5824.47          137.044
5825.47         139.4438
5826.47         142.1426
5827.47         140.4923
5828.47         137.1279
5829.47         136.1778
5830.47          137.968
5831.47         139.0952
5832.47         139.2816
5833.47         140.1627
5834.47         141.5173
5835.47         140.4267
5836.47         138.7068
5837.47         139.9348
5838.47         143.3665
5839.47         142.3641
5840.47          137.648
5841.47           136.04
5842.47         137.3638
5843.47         138.6083
5844.47         139.6591
5845.47         141.7284
5846.47         138.0852
5847.47         131.5109
5848.47         131.5022
5849.47         136.3189
5850.47         137.6507
5851.47         133.2042
5852.47         129.9366
5853.47         129.3573
5854.47         131.8974
5855.47         136.2574
5856.47         135.9741
5857.47         134.5892
5858.47         135.6466
5859.47         134.8618
5860.47         133.5792
5861.47         134.5684
5862.47          137.393
5863.47         138.9685
5864.47         137.7074
5865.47         135.0031
5866.47          133.925
5867.47         135.7814
5868.47         138.0817
5869.47         138.8208
5870.47         141.1024
5871.47         143.8655
5872.47         145.0032
5873.47         146.0836
5874.47          149.828
5875.47         153.6136
5876.47         151.6456
5877.47         143.4487
5878.47         133.5447
5879.47         129.0982
5880.47         132.2946
5881.47         131.6926
5882.47         124.4317
5883.47         116.9488
5884.47         109.8102
5885.47         102.0697
5886.47         94.83308
5887.47         86.67871
5888.47         64.60426
5889.47         35.42467
5890.47         23.41003
5891.47         39.58963
5892.47         67.72215
5893.47          81.1241
5894.47         67.88769
5895.47         44.30227
5896.47         37.02973
5897.47         57.63988
5898.47         93.08098
5899.47         121.6499
5900.47         132.5552
5901.47         131.5397
5902.47         129.4833
5903.47         131.8964
5904.47         136.3871
5905.47         138.6081
5906.47         136.7999
5907.47         134.1177
5908.47          134.909
5909.47         137.5748
5910.47         138.1217
5911.47         135.8607
5912.47         135.4057
5913.47         137.5321
5914.47         138.6819
5915.47         136.1467
5916.47         132.0355
5917.47         129.4952
5918.47         131.2518
5919.47          138.944
5920.47         142.5595
5921.47         136.8329
5922.47         131.7963
5923.47          134.115
5924.47         141.1856
5925.47         144.8694
5926.47         140.4745
5927.47         135.4473
5928.47          136.036
5929.47         138.4891
5930.47         139.9384
5931.47         139.5284
5932.47         138.2188
5933.47         137.7028
5934.47         138.1246
5935.47         138.4734
5936.47         138.5639
5937.47         140.5028
5938.47         141.8787
5939.47         138.8387
5940.47         134.5208
5941.47         132.8948
5942.47         133.0881
5943.47         131.8925
5944.47         133.1309
5945.47         134.6821
5946.47         132.8612
5947.47         133.9218
5948.47          134.945
5949.47         133.5744
5950.47         135.1116
5951.47         137.2255
5952.47         138.8774
5953.47         140.1312
5954.47         136.6059
5955.47          132.968
5956.47         133.7415
5957.47         135.4171
5958.47         135.9045
5959.47         135.3636
5960.47         135.3405
5961.47         136.8826
5962.47         137.0723
5963.47         135.0753
5964.47         134.4018
5965.47         135.2728
5966.47         136.1073
5967.47           136.15
5968.47         136.5088
5969.47         138.3498
5970.47         139.2127
5971.47         135.3544
5972.47         130.1875
5973.47         128.9062
5974.47         132.8876
5975.47         137.8935
5976.47         138.3971
5977.47          136.351
5978.47         138.5814
5979.47          140.744
5980.47         141.0542
5981.47         140.6194
5982.47         135.4093
5983.47         130.5972
5984.47         131.7527
5985.47         135.5372
5986.47         137.0349
5987.47         134.6547
5988.47         131.9071
5989.47         133.8284
5990.47         136.9263
5991.47         137.6551
5992.47         138.2321
5993.47         138.1463
5994.47         135.8888
5995.47          132.557
5996.47         131.9977
5997.47         133.2137
5998.47         133.7759
5999.47         133.9935
6000.47         135.0248
6001.47          136.977
6002.47         138.0348
6003.47         135.9659
6004.47         132.7099
6005.47         131.4153
6006.47         132.3346
6007.47         133.4626
6008.47         131.7987
6009.47         128.7383
6010.47         131.6201
6011.47         135.3149
6012.47         134.2177
6013.47         133.4123
6014.47         136.7613
6015.47         138.1791
6016.47         133.9793
6017.47         134.9705
6018.47         137.5734
6019.47         136.0064
6020.47         134.8357
6021.47         135.8506
6022.47         137.6672
6023.47         137.8207
6024.47         135.2231
6025.47         131.6855
6026.47         131.2803
6027.47          136.081
6028.47         139.9636
6029.47         140.0468
6030.47         139.0476
6031.47         138.5977
6032.47         139.5997
6033.47         141.2711
6034.47         141.6529
6035.47         139.9623
6036.47         138.2637
6037.47         138.9944
6038.47         140.9492
6039.47         140.6068
6040.47         136.4293
6041.47         131.7157
6042.47         132.2151
6043.47         136.5074
6044.47         139.1803
6045.47         139.7247
6046.47         139.4367
6047.47         138.3361
6048.47         136.2399
6049.47         137.2349
6050.47         139.8187
6051.47          139.349
6052.47         137.0041
6053.47          135.007
6054.47         135.3027
6055.47         138.0169
6056.47         138.6282
6057.47         137.5362
6058.47         138.5532
6059.47         140.2174
6060.47         139.3155
6061.47         136.3044
6062.47          134.519
6063.47         133.0794
6064.47         132.6984
6065.47         135.6899
6066.47         140.6353
6067.47           141.97
6068.47         139.7797
6069.47         140.3075
6070.47         142.1647
6071.47         142.4548
6072.47         140.8229
6073.47         138.7787
6074.47          138.816
6075.47         140.2574
6076.47         139.6065
6077.47         137.5169
6078.47         135.8842
6079.47          135.455
6080.47         135.9589
6081.47         136.1829
6082.47         136.6593
6083.47         138.7849
6084.47         139.2792
6085.47         137.0855
6086.47         135.6148
6087.47         137.7144
6088.47         138.9168
6089.47         136.3968
6090.47          134.148
6091.47         135.1704
6092.47         137.6518
6093.47         138.8535
6094.47         140.4514
6095.47         141.5217
6096.47         139.8202
6097.47         136.4614
6098.47         137.7544
6099.47         140.9224
6100.47         139.7406
6101.47         138.1397
6102.47         137.5734
6103.47         137.4335
6104.47         138.2622
6105.47         140.0671
6106.47         140.6505
6107.47         138.9301
6108.47         137.9999
6109.47         137.8194
6110.47         138.0399
6111.47         139.6118
6112.47         140.2438
6113.47         140.2111
6114.47         141.1447
6115.47         141.3149
6116.47         138.8384
6117.47         135.8533
6118.47         136.1274
6119.47         135.8861
6120.47         133.2444
6121.47          131.707
6122.47         134.1772
6123.47         135.3055
6124.47         134.7432
6125.47         138.3883
6126.47         139.1934
6127.47          136.089
6128.47         135.2635
6129.47         137.1323
6130.47         138.9952
6131.47         139.7643
6132.47         140.2672
6133.47         138.2963
6134.47         134.8063
6135.47         132.4317
6136.47         130.8441
6137.47         132.2852
6138.47          136.314
6139.47         137.8412
6140.47         135.2072
6141.47         133.7913
6142.47         136.7207
6143.47          137.379
6144.47         136.0509
6145.47         135.9176
6146.47         136.4118
6147.47         135.4744
6148.47         132.7124
6149.47         129.9695
6150.47         129.3059
6151.47         132.0658
6152.47         136.4468
6153.47         138.3509
6154.47         136.6911
6155.47         133.9659
6156.47         132.8396
6157.47         132.6444
6158.47         132.9126
6159.47         132.4685
6160.47         129.9036
6161.47          127.231
6162.47         126.6859
6163.47         128.3525
6164.47         130.4084
6165.47         132.4443
6166.47         132.4814
6167.47         128.7393
6168.47         127.3758
6169.47         127.7085
6170.47         125.7928
6171.47         125.5259
6172.47         127.9468
6173.47         130.8646
6174.47         132.1502
6175.47         131.6348
6176.47         130.3843
6177.47         129.8435
6178.47         131.0694
6179.47         132.6275
6180.47         132.8421
6181.47          131.438
6182.47         128.7586
6183.47         129.4284
6184.47         133.7106
6185.47         132.0024
6186.47         126.9978
6187.47         125.2347
6188.47         126.7619
6189.47         128.9372
6190.47         129.7623
6191.47         129.4257
6192.47         129.4014
6193.47         129.6009
6194.47         129.5296
6195.47         129.5524
6196.47         129.8281
6197.47         129.1021
6198.47         127.5782
6199.47         128.3256
6200.47         127.9331
6201.47         126.3729
6202.47          128.701
6203.47         130.0827
6204.47          129.297
6205.47         129.3602
6206.47         129.7483
6207.47         130.9979
6208.47         132.7868
6209.47         132.8598
6210.47         130.6142
6211.47         128.2721
6212.47         127.6092
6213.47         127.2164
6214.47         126.9075
6215.47         128.2415
6216.47          131.727
6217.47         133.6026
6218.47         132.8781
6219.47         132.1434
6220.47         132.5818
6221.47         132.3876
6222.47         130.2716
6223.47         128.0881
6224.47          129.312
6225.47         131.8438
6226.47         131.5279
6227.47          129.784
6228.47         129.3553
6229.47          129.864
6230.47         129.1478
6231.47         129.4228
6232.47         131.6649
6233.47         133.7037
6234.47         132.9505
6235.47          130.282
6236.47         128.9844
6237.47         130.8373
6238.47         133.1789
6239.47         133.4191
6240.47         131.9647
6241.47         130.9752
6242.47         130.3384
6243.47          128.494
6244.47         125.7448
6245.47         126.2815
6246.47         128.5458
6247.47         128.6253
6248.47         128.7316
6249.47         129.9617
6250.47         131.0766
6251.47         131.0569
6252.47         131.4487
6253.47          131.006
6254.47         128.4937
6255.47         127.5316
6256.47         128.9821
6257.47         130.2215
6258.47          128.905
6259.47         126.3425
6260.47         126.5875
6261.47         130.3785
6262.47          132.141
6263.47           132.02
6264.47         131.9062
6265.47         131.3321
6266.47         131.2758
6267.47         132.5445
6268.47         133.2007
6269.47         129.8802
6270.47         128.4864
6271.47          131.173
6272.47         131.6359
6273.47         130.5397
6274.47         128.8682
6275.47         127.0432
6276.47         126.9867
6277.47         125.4331
6278.47         121.2637
6279.47         117.3333
6280.47         111.8566
6281.47         108.6826
6282.47         111.1803
6283.47           112.93
6284.47         114.5705
6285.47         118.0526
6286.47         121.8253
6287.47         126.8871
6288.47         130.2766
6289.47         129.5426
6290.47         129.6088
6291.47         132.7132
6292.47         136.8422
6293.47          139.577
6294.47         141.7491
6295.47         143.8591
6296.47         146.7482
6297.47         152.7597
6298.47          158.499
6299.47         158.1452
6300.47         150.4324
6301.47         141.3748
6302.47          135.855
6303.47         133.8917
6304.47         133.1501
6305.47         132.2805
6306.47         131.2738
6307.47         130.3428
6308.47         129.0097
6309.47         129.4433
6310.47         132.5574
6311.47         134.0861
6312.47         132.4224
6313.47         129.2501
6314.47         126.9758
6315.47          126.598
6316.47         126.6977
6317.47         126.5146
6318.47          128.083
6319.47         129.6824
6320.47         130.0786
6321.47         130.6167
