Galaxy 	 RA 	 Dec 	 n 	 [CII]Lum 	 [CII]Lerr 	 [NII]Lum 	 [NII]Lerr 	 fneut 	 fneut_err 	 LTIR 	 TIRerr 	 70160 	 70160_err 	 area 	 cosi 	 SFR 	 SFRerr 	 [OI]Lum 	 [OI]Lerr	 log10(G0) 	 err_log10(G0) 	 log10(n) 	 errlog10(n) 
NGC4321j	185.73353	15.820170000000001	0.263057001608	4.36152001723e+40	4.36975637515e+39	3.8981898331e+39	4.06367210775e+38	0.607175629189	0.0344854773031	1.10034064165e+43	3.45451285183e+41	1.1794430609	0.0842053222453	6.03991545342	0.8480480961560001	0.316892039993	0.0118304112078	1.207838904340136e+40	1.2563844013679746e+39	2.37373093	0.388812128001	3.0	0.189325908419
NGC4321k	185.72815	15.82218	0.381546066611	6.65793186587e+40	6.66554452804e+39	4.75690474534e+39	4.8870633132e+38	0.686496868594	0.0308729331806	1.59117253647e+43	4.96851535543e+41	1.31258325482	0.09322637583860001	6.03991545342	0.8480480961560001	0.43730195415600004	0.016224688217799998	1.8764511045284224e+40	1.9145391263345207e+39	1.03223512	0.6976535379880001	3.54122884	0.334664402779
NGC4321l	185.72277	15.8242	10.9144043743	2.88985035281e+40	2.90317024852e+39	3.96613528912e+39	4.14220270557e+38	0.49048028377400005	0.0362152722797	1.0800503304600001e+43	3.44884600088e+41	1.22621332602	0.08752409122980001	6.03991545342	0.8480480961560001	0.26962164373799996	0.00994238401405	7.40894600208641e+39	8.151003320393045e+38	0.87102987	0.780877082861	3.7748928	0.44743803518799996
NGC4321n	185.73682	15.812970000000002	58.747887678299996	1.18398571233e+40	1.22178636067e+39	1.7586307925e+39	2.7578563286699997e+38	0.486253398352	0.0468958117851	3.93639268205e+42	1.36683959931e+41	0.832077125329	0.063872645235	6.03991545342	0.8480480961560001	0.107787528156	0.00407678157967	2.907920952818891e+39	4.648879687376071e+38	2.61916862	0.537655522892	2.75	0.309158159121
NGC4321o	185.73144	15.81499	15.381228807100001	2.32460198465e+40	2.34199112301e+39	3.5172615849900004e+39	4.32039572085e+38	0.45580453480300004	0.039406175719	6.964979149959999e+42	2.22969511749e+41	1.05822958938	0.0767107181482	6.03991545342	0.8480480961560001	0.207039405561	0.0077334541351	6.256041721761746e+39	7.328288484257579e+38	1.08435194	0.813239622169	3.75711276	0.399609207244
NGC4321p	185.72606000000002	15.81701	0.160289750738	3.47750626498e+40	3.49250413201e+39	3.39944127296e+39	3.56466318864e+38	0.56881779514	0.0356115702284	9.423635686470001e+42	2.9692270386699997e+41	1.1967935446200002	0.08573030719529999	6.03991545342	0.8480480961560001	0.271354860265	0.0100567309062	1.0423122082935225e+40	1.115735563599931e+39	2.5	0.277207167991	2.80345605	0.146007822781
NGC4321q	185.72068000000002	15.81903	66.220589795	1.2830126003600001e+40	1.32539690069e+39	2.7026389367599997e+39	3.20099652137e+38	0.267297066298	0.030779870917	6.73815012478e+42	2.1911802454900003e+41	1.09489092189	0.0793765747944	6.03991545342	0.8480480961560001	0.17741870246199998	0.006550413197350001	5.476114625542113e+39	6.89753566556088e+38	3.36956007	0.7255975998190001	3.25	0.27218100382599997
NGC4536a	188.61306000000002	2.18832	0.515813955584	1.50643446246e+41	1.5083780635200001e+40	2.14631609649e+39	2.77934214893e+38	0.9378545293780001	0.009540411386760001	3.1022526229200004e+43	9.15939796077e+41	2.36929761043	0.17014373267000002	6.21004559676	0.390731128489	1.28446552318	0.0509672934038	7.855457458420279e+40	7.864517423687219e+39	2.15707853	0.573456302901	3.25	0.253955429013
NGC4569e	189.21409	13.166039999999999	56.103647352299994	4.6358168404100004e+39	4.84881181964e+38	6.04821174138e+38	1.21041340768e+38	0.54674520102	0.055959559308699995	2.61722303593e+42	8.293858154120001e+40	0.987750151607	0.07197252922160001	2.87152508394	0.422618261741	0.08224069139510001	0.0033043199172500004	2.1089701964127897e+39	2.780747195487054e+38	0.72481989	1.0019099267899998	3.94799171	0.408269787201
NGC4569f	189.20865	13.16774	10.3511245161	1.02750869925e+40	1.04003498342e+39	6.1478697757599995e+38	9.55373748582e+37	0.773569262164	0.0324845757829	3.73692683715e+42	1.15056953284e+41	1.0458507010200002	0.0750483249946	2.87152508394	0.422618261741	0.128142707937	0.00503465185115	4.5086669344852197e+39	4.812248545041175e+38	2.25697865	0.246707073811	3.0	0.13308906446
NGC4569g	189.20322	13.169429999999998	45.8140629746	4.3986994482799997e+39	4.7081488671e+38	4.3986994482800004e+38	1.31754077355e+38	0.655953995025	0.07178362898639999	2.1106024894700002e+42	6.70482733651e+40	0.9566457748	0.0710010255877	2.87152508394	0.422618261741	0.072952703829	0.0029231962988999997	1.493152273653833e+39	2.3003272414000473e+38	1.01341976	0.626703091929	3.69722558	0.35936336150799997
NGC4569i	189.21235	13.16075	29.9909299044	6.51901004171e+39	6.67047708537e+38	4.28873196207e+38	7.27496751965e+37	0.7713481698669999	0.0349392653446	3.00523424115e+42	9.19245200577e+40	1.08891583798	0.0787389091797	2.87152508394	0.422618261741	0.10866879034600001	0.00430716280244	3.2076141132991656e+39	3.4916393717523325e+38	2.61352706	0.775310421612	3.0	0.371124298978
NGC4569j	189.20692	13.16244	8.14703656395	1.29830363403e+40	1.3064274911300001e+39	5.309367693429999e+38	7.10293383016e+37	0.8418107103110001	0.022291964671	4.29162348716e+42	1.27938059698e+41	1.15658089323	0.0826846848493	2.87152508394	0.422618261741	0.16796911892400002	0.00656426260399	5.250947466382179e+39	5.426930881850234e+38	2.38339564	0.5789751156790001	3.0	0.259621734895
NGC4569k	189.20148	13.164129999999998	55.46135509	6.90045975949e+39	7.06951806484e+38	3.41036666599e+38	7.12980713047e+37	0.8282057289	0.0331252769961	2.40434865116e+42	7.34983631755e+40	1.07600614439	0.078880822469	2.87152508394	0.422618261741	0.0944069861531	0.0037257663383400003	2.45777331672548e+39	2.809202874929209e+38	1.1192551000000002	0.5638158712479999	3.37819161	0.27840563142200003
NGC4569n	189.20518	13.15715	378.44235	7.67710513082e+39	7.868768824039999e+38	5.65645257177e+38	9.3981220246e+37	0.669730366554	0.043181072858600004	2.92354063524e+42	9.15911043432e+40	0.939613564057	0.0682137839158	2.87152508394	0.422618261741	0.100714432929	0.00398085623879	2.370142976154312e+39	2.983476472764256e+38	2.5	0.31688585433899996	2.95064616	0.212254456628
NGC4631e	190.5349	32.5463	2.50608576691	4.23418334848e+40	4.2357463782299996e+39	1.74621579878e+39	1.8058801229900002e+38	0.8269399893780001	0.0205911792028	7.630817793909999e+42	2.34418066571e+41	1.66754984146	0.118145626786	1.7150181762099999	0.1166445043	0.21190701832400002	0.00815119925971	9.25445114799173e+39	9.307241894249602e+38	1.83810754	0.38035286027500004	2.91189246	0.218569175088
NGC4631f	190.5287	32.548190000000005	15.3812973266	2.3356765150600003e+40	2.3380365023100002e+39	1.30514648148e+39	1.39962626841e+38	0.799023361699	0.0235575694508	4.78637529443e+42	1.4711221715599999e+41	1.6931424370800001	0.120323525537	1.7150181762099999	0.1166445043	0.136326195973	0.00521982888683	4.708296946882464e+39	4.80767213285426e+38	2.0	0.5830361220570001	2.51414464	0.377358745574
NGC4631h	190.53887	32.539190000000005	19.633175708499998	3.6266611617900005e+40	3.6282591177000003e+39	1.66904406155e+39	1.82803284153e+38	0.837301552493	0.0202079867335	7.89014594745e+42	2.4500903035699997e+41	1.51063325164	0.107014687105	1.7150181762099999	0.1166445043	0.20770888699499998	0.00782948450404	1.0007696561900128e+40	1.00598612561498e+39	2.0	0.48227685435900003	2.87214502	0.28416875502300004
NGC4631i	190.53267	32.54108	2.82477967097	4.92585556779e+40	4.9271915292300005e+39	2.1058032552300002e+39	2.18791479726e+38	0.8216622455760001	0.021133595935999998	8.97280908863e+42	2.75843497744e+41	1.58933525491	0.11254433881300001	1.7150181762099999	0.1166445043	0.248933913828	0.0095186524753	1.2409051151199382e+40	1.2450755521774728e+39	2.0	0.5733643701810001	2.84114748	0.361640254929
NGC4631j	190.52647	32.54296	0.18280395939199998	4.84581041482e+40	4.84708993369e+39	1.93955562982e+39	2.0035766143e+38	0.823712739254	0.0208801458057	8.274862469159999e+42	2.54872954358e+41	1.56927786712	0.11115192370100001	1.7150181762099999	0.1166445043	0.227446110048	0.00868092183376	1.190415095550056e+40	1.1938527319619549e+39	0.81054261	0.549915344605	3.67968994	0.34772682734899996
NGC4631m	190.53663	32.533970000000004	448.74443275699997	1.0557750433599999e+40	1.06269221646e+39	6.48570983093e+38	1.04963869358e+38	0.708306835682	0.039376749566800005	3.43767845891e+42	1.09127707093e+41	1.3462959032100001	0.0961375402122	1.7150181762099999	0.1166445043	0.08578438722130001	0.00315904169506	2.8713633080595325e+39	3.147391535997699e+38	2.37028832	0.407801586039	2.75	0.226602811263
NGC4631n	190.53043	32.53585	36.8969924058	2.0261685902199999e+40	2.0295621553500002e+39	1.13664117227e+39	1.36357317665e+38	0.806506160723	0.0243889746552	5.4108187479099997e+42	1.69178229432e+41	1.41203974284	0.10024445484099999	1.7150181762099999	0.1166445043	0.140880968272	0.0052657148116800005	5.617527787104317e+39	5.764468246452395e+38	1.30820055	0.567927332138	3.27322192	0.31664561011500003
NGC4736a	192.74078	41.11937	0.191741123745	5.612657037100001e+39	5.6204156598499996e+38	2.25749785915e+38	2.44432075607e+37	0.8227184207680001	0.021510836171400004	1.2318184090399999e+42	3.80700828064e+40	1.96956759715	0.13971254383099999	0.641402454987	0.809016994375	0.038578229972	0.0013378394117899998	1.8038490204033262e+39	1.85259414634474e+38	1.23703969	0.590363509556	3.50648015	0.31148475741799997
NGC4736b	192.73597	41.12359	0.574110079226	6.71492392787e+39	6.72354779411e+38	2.96829113272e+38	3.3499374507600004e+37	0.806917391179	0.0235061907228	1.48990758923e+42	4.61656590456e+40	2.0829372845	0.147612024759	0.641402454987	0.809016994375	0.047410752487	0.0016167070741300003	1.9258966775284865e+39	1.9777628666857794e+38	2.13668513	0.47160830202	3.0	0.269639889578
NGC4736c	192.73116000000002	41.1278	11.0659591958	4.97708810566e+39	4.99177565403e+38	2.6666261688899998e+38	3.18753615909e+37	0.800837234848	0.024887447421599998	1.3460822383299999e+42	4.19838228322e+40	2.06659199674	0.146518494667	0.641402454987	0.809016994375	0.042450153615	0.0014148177253899999	1.1859347814992078e+39	1.318449775521091e+38	1.13401183	0.527785197825	3.36999343	0.303568060856
NGC4736g	192.73038	41.11997	3.8993623591500004	6.543750169759999e+39	6.54897694351e+38	3.73511886523e+38	4.0193208841800003e+37	0.768109229558	0.026175180547099997	2.5192937777400003e+42	7.93457109432e+40	2.433256737	0.17219889043499997	0.641402454987	0.809016994375	0.0713911398509	0.00252938263276	1.9896070897384763e+39	2.0212075596886724e+38	2.32438577	0.35771964339	2.75	0.225514562521
NGC4736h	192.72557	41.124179999999996	20.796599059200002	4.42825744626e+39	4.43722355906e+38	3.11259905436e+38	3.4225061510200003e+37	0.7500030157240001	0.0278931822622	2.4871919336600002e+42	7.856209736310001e+40	2.5470383275299997	0.18025993072500002	0.641402454987	0.809016994375	0.0717143316439	0.00252536582488	1.3079824386243689e+39	1.377549768520045e+38	2.66207729	0.24069117288400002	2.66207729	0.18737967502099998
NGC4736i	192.72076	41.12839	75.1621554025	4.04522737767e+39	4.06001341531e+38	2.7011679586399997e+38	3.0833388044599997e+37	0.765799225767	0.0272607770322	1.70367909802e+42	5.33032856547e+40	2.15176262979	0.152408216406	0.641402454987	0.809016994375	0.0518658355815	0.00174470337791	9.21881988725274e+38	1.0789395644215337e+38	2.39800856	0.13750462567299998	2.5	0.17233797219
NGC4736l	192.72478	41.11635	13.3659546717	3.77196344096e+39	3.7779384924599996e+38	2.56990915758e+38	2.9051560557500003e+37	0.753002112467	0.0280905748979	2.88966176514e+42	9.249987722e+40	2.5886864813	0.183163826973	0.641402454987	0.809016994375	0.0736708135792	0.0026401155454600003	1.34712980034376e+39	1.3976039248710162e+38	2.75	0.23918281100699998	2.61323325	0.187515899512
NGC4736n	192.71517	41.12477	52.6004223001	4.3108153611e+39	4.31707263245e+38	3.0174172337000002e+38	3.4657249519e+37	0.758688938098	0.0278986931029	2.18032466788e+42	6.83975335587e+40	2.32550324293	0.164614207939	0.641402454987	0.809016994375	0.0643470561768	0.0022245347075799996	1.2557859563318473e+39	1.313327748328664e+38	2.5	0.179275838217	2.62486187	0.144013249527
NGC4736r	192.71919	41.11272	118.57483141799999	2.95754479813e+39	2.97014921665e+38	2.85315183355e+38	3.36005444898e+37	0.645233129732	0.0354284260746	2.19901726581e+42	7.0472649052e+40	2.31312217195	0.163725177606	0.641402454987	0.809016994375	0.0544300179153	0.00186751481928	8.973189382346755e+38	1.0936033730068682e+38	2.75	0.28387223709000003	2.67456472	0.41870765081699995
NGC4736s	192.71438999999998	41.11694	58.2091795901	4.06441726087e+39	4.07321097543e+38	3.06040257206e+38	3.3186185723800004e+37	0.739687267049	0.028430954169600002	2.45845462439e+42	7.826383004570001e+40	2.4113925948099997	0.170653623755	0.641402454987	0.809016994375	0.0638950590746	0.00224964066917	1.3379186564097861e+39	1.4625016261505051e+38	2.58884256	0.644754166406	2.58884256	0.397822213408
NGC4826b	194.19477	21.68176	8.07215038214	2.38456538032e+39	2.4236352778e+38	4.14476535023e+38	5.22636236502e+37	0.327062601035	0.035645803331900004	1.2256621913100002e+42	4.11658275698e+40	1.26143172501	0.09096050671269999	0.820313794789	0.5150380749100001	0.0196763465584	0.0007353337551179999	3.229814780262268e+38	6.336375092604295e+37	2.19090238	0.29764418445	1.55112798	0.361407066096
NGC4826d	194.18444	21.68736	0.36745834583400006	1.05533461665e+40	1.05700404222e+39	8.244372195940001e+38	8.51441871248e+37	0.657739749653	0.0323869064604	3.5737085727100005e+42	1.14463608433e+41	1.49775784753	0.106155102894	0.820313794789	0.5150380749100001	0.0705118129866	0.0026992938302	3.0972843865433e+39	3.1477934688472225e+38	2.5	0.282527134959	2.92716282	0.179127339738
NGC4826e	194.17927	21.690160000000002	4.26570092011	6.25936141002e+39	6.27835611203e+38	9.85633446621e+38	1.01854158176e+38	0.366705038879	0.0334444468031	2.2954956558199998e+42	7.342228722709999e+40	1.4105423987799999	0.10032292339099999	0.820313794789	0.5150380749100001	0.0494870417581	0.00186201667269	1.4509623845676694e+39	1.5491636577331729e+38	2.88704374	0.780002724157	2.88704374	0.393731116822
NGC4826f	194.19175	21.67696	11.9398841429	2.53280307996e+39	2.55790037971e+38	3.97689351819e+38	4.647134316110001e+37	0.42465718846600004	0.0377350219661	1.55512497708e+42	5.2124680695e+40	1.26492906631	0.0905330435802	0.820313794789	0.5150380749100001	0.022636965304900003	0.00086030315817	4.631691833822913e+38	6.360822954140308e+37	2.30834816	0.27075839278	1.83752224	0.34835437623800003
NGC4826g	194.18659	21.67976	0.305884301905	8.51925004958e+39	8.53276471995e+38	7.32843991935e+38	7.65920238458e+37	0.621875257453	0.0340392661085	3.8706941175900006e+42	1.25938917474e+41	1.46838083251	0.10403068363399999	0.820313794789	0.5150380749100001	0.0638770593006	0.0024662336715300004	2.6388273949376825e+39	2.682967318425557e+38	2.59457922	0.668128837075	2.75	0.392536623682
NGC4826h	194.18143	21.682560000000002	0.41165860694399997	1.3577002556500002e+40	1.35899444101e+39	9.582438319190001e+38	9.89835122525e+37	0.691188725462	0.030701719221299998	5.04713568295e+42	1.61944296789e+41	1.5422045396000001	0.10917642093800001	0.820313794789	0.5150380749100001	0.0949825209368	0.0036655137943099997	4.359759100043992e+39	4.3909530078079915e+38	2.5	0.260329909904	2.92330517	0.17283950632300002
NGC4826i	194.17626	21.68536	0.22846865956	9.387078701780001e+39	9.39984193568e+38	1.02392000481e+39	1.04417836856e+38	0.520273934169	0.0356718680968	3.42325136588e+42	1.0954294883999999e+41	1.43964115965	0.102061416058	0.820313794789	0.5150380749100001	0.0702357195643	0.00265288999426	2.505315294598574e+39	2.578957844765924e+38	1.14469792	0.610484788511	3.62561932	0.345111760802
NGC4826j	194.18358	21.674960000000002	10.5435387429	2.9382479140800003e+39	2.97147706759e+38	5.21286215295e+38	6.22185953248e+37	0.329807219992	0.0345785001339	2.1136887945699998e+42	6.90980981292e+40	1.47473948028	0.10495213918099999	0.820313794789	0.5150380749100001	0.0350828205655	0.0013498295571500003	6.548964862957322e+38	8.3979401823916955e+37	3.05476137	0.295841800767	2.55476137	0.302717016359
NGC4826k	194.17841	21.67776	0.139995621871	5.18341095434e+39	5.20607568547e+38	6.1464651486999994e+38	6.5992251137400005e+37	0.476703757462	0.0366754301236	2.85037464453e+42	9.19125275064e+40	1.5274318919299998	0.108395341538	0.820313794789	0.5150380749100001	0.0529271267888	0.0020270610719	1.396968520459941e+39	1.4962016136050894e+38	2.86358796	0.218629642837	2.75	0.166658405638
NGC4826l	194.17325	21.68056	8.830633565160001	3.76680830148e+39	3.7924992792499996e+38	6.98876942878e+38	7.27439286271e+37	0.287432374456	0.0296599801714	2.04821900096e+42	6.61453215273e+40	1.39682539683	0.0994830516812	0.820313794789	0.5150380749100001	0.041156716264699994	0.0015416997449699999	7.537543429438814e+38	9.83665761674044e+37	3.09528451	0.321591247021	2.75	0.270351114941
NGC5055b	198.94888999999998	42.03092	1.95429042384	1.9313913884099998e+40	1.93358827078e+39	1.5507733554800003e+39	1.60954729194e+38	0.6594367691659999	0.032385577427	5.76179729863e+42	1.9159444761499998e+41	1.0706746763	0.07585019444419999	1.86208623346	0.5591929034709999	0.09770563773499999	0.0036649079535199997	3.708128845404821e+39	3.908241460081799e+38	2.25	0.339396946426	2.66466873	0.24096102780900003
NGC5055c	198.95611	42.02947	0.158214330875	2.02632305236e+40	2.0285216496600003e+39	1.38787418565e+39	1.4625958783600001e+38	0.6978747306209999	0.030647026790900003	6.675794930119999e+42	2.2234133705700003e+41	1.0885300207	0.0770767159757	1.86208623346	0.5591929034709999	0.10678567883300001	0.00405193691286	4.390032347023736e+39	4.555228335427438e+38	2.25	0.361496372163	2.64795752	0.24396371408700002
NGC5055d	198.96333	42.02802	5.95646604723	1.6726691775e+40	1.6754744672300002e+39	1.53004883729e+39	1.61122290177e+38	0.642668246092	0.033375979085499996	5.34089385451e+42	1.7869287567e+41	1.00211714891	0.0710202254584	1.86208623346	0.5591929034709999	0.0904953009943	0.0034355835564099995	3.420659722173317e+39	3.6335339323614e+38	2.25	0.29101504779599996	2.65736717	0.198674057943
NGC5055e	198.95084	42.03628	10.3273448135	1.36826388887e+40	1.37173134311e+39	1.40993576952e+39	1.46497284951e+38	0.609947988717	0.034350563774599996	4.10769774307e+42	1.3696143560000002e+41	0.998255029138	0.0708600932493	1.86208623346	0.5591929034709999	0.0749098157863	0.0028188807414400003	1.893730704822726e+39	2.2558733111004967e+38	2.25	0.20595133651900002	2.35559673	0.250782078732
NGC5055f	198.95807	42.03483	9.310772436839999	1.39389098125e+40	1.39739821002e+39	1.34018550939e+39	1.39263942751e+38	0.632580340538	0.0335594931979	4.7202795340100004e+42	1.5738228845400001e+41	1.01991481524	0.07232630566829999	1.86208623346	0.5591929034709999	0.08195423387539999	0.0031167297171399997	2.7922388481323546e+39	3.0699820856693533e+38	2.38204822	0.186418859696	2.63204822	0.165463182779
NGC5055g	198.96528	42.03338	18.2807801064	1.1913255292999999e+40	1.1970433029499999e+39	1.38520005427e+39	1.44537426339e+38	0.582153207895	0.035236888360300006	3.9762019286800003e+42	1.33385373301e+41	0.938794538795	0.0666667265636	1.86208623346	0.5591929034709999	0.0723868218327	0.00275931759221	2.6875020357921956e+39	3.0361379949724897e+38	2.5	0.199967127353	2.551601	0.16960984765099998
NGC5713a	220.04737000000003	-0.28920999999999997	0.402964233878	2.3939257963e+41	2.395590185e+40	6.866999553250001e+39	7.329857633519999e+38	0.874203563308	0.0160902556233	4.84666551072e+43	1.4383264411699997e+42	1.8987723454700003	0.135913019722	13.488629593299999	0.891006524188	1.8270532142700002	0.0710354663333	1.0980096605826736e+41	1.1026928413269669e+40	1.04847981	0.501494135035	3.65779437	0.226520120759
NGC7331e	339.26185	34.40979	1.09645608174	7.168012032779999e+40	7.17915475725e+39	5.40294945343e+39	5.73160225306e+38	0.674553539275	0.0320279819519	1.53297281536e+43	4.9939171966e+41	1.0711523113799999	0.07580112017639999	6.21004559676	0.309016994375	0.30387257055399997	0.012001410705	1.360770350649719e+40	1.4854621882275664e+39	1.13079008	0.47950937908299995	3.37178329	0.284894899185
NGC7331f	339.26851	34.41061	0.155523657647	9.810032019979998e+40	9.823266939760001e+39	7.513592706209999e+39	7.8020076587e+38	0.6621261867399999	0.0322719793689	2.1401031757500001e+43	6.967731264230001e+41	1.10505180485	0.07816927456280001	6.21004559676	0.309016994375	0.409464479758	0.0162394743458	1.8906607165772172e+40	2.0108222373044998e+39	1.13239844	0.5137037815119999	3.37088976	0.298130428534
NGC7331h	339.26085	34.415279999999996	1.8577702883900002	6.40699136699e+40	6.41900567179e+39	5.1688464165899997e+39	5.58008475921e+38	0.660053434528	0.033047615218599995	1.55532710732e+43	5.0945931479799996e+41	1.06695490302	0.0755019079505	6.21004559676	0.309016994375	0.292291007139	0.0115734902887	1.2961133214271486e+40	1.3937322813674125e+39	0.89838245	0.6158062356180001	3.50089864	0.352125538749
NGC7331i	339.26751	34.416109999999996	1.3304085880299998	8.24191326527e+40	8.25075403927e+39	7.08477539746e+39	7.398883042190001e+38	0.6327358906589999	0.033617319939900005	2.0086612481e+43	6.56029751268e+41	1.11433765375	0.0788297090588	6.21004559676	0.309016994375	0.370130120975	0.0146683969869	1.436575143531353e+40	1.512104001807703e+39	2.25	0.5739337161370001	2.62183991	0.35676752823799995
NGC7331j	339.27417	34.41693	12.1617140951	5.88378965925e+40	5.8965602031e+39	5.7559619693e+39	6.1165318910400004e+38	0.640949485628	0.0336148615818	1.44349403622e+43	4.72463027872e+41	1.06898227651	0.075654525549	6.21004559676	0.309016994375	0.272669804976	0.0108311463814	1.1400446302002562e+40	1.2178424148458488e+39	0.97524742	0.61630501374	3.45819588	0.3629701859
